sample_name	sample_id	species	locus	product_subtype	owning_workspace_id	kit_pool	sample_properties	sku	test_name	sample_catalog_tags	sample_rich_tags	sample_rich_tags_json	hla_class_i	hla_class_ii	kit_control	sequence_result_id	total_templates	productive_templates	outofframe_templates	stop_templates	dj_templates	total_rearrangements	productive_rearrangements	outofframe_rearrangements	stop_rearrangements	dj_rearrangements	total_reads	total_productive_reads	total_outofframe_reads	total_stop_reads	total_dj_reads	productive_clonality	productive_entropy	sample_clonality	sample_entropy	sample_amount_ng	sample_cells_mass_estimate	fraction_productive_of_cells_mass_estimate	sample_cells	fraction_productive_of_cells	max_productive_frequency	max_frequency	counting_method	primer_set	sequence_result_status	release_date	upload_date	fraction_productive	order_name	kit_id	total_t_cells	total_templates_agg	min_rearrangement_length
017	463540fc-f7f6-4a72-b31f-b621550c132a	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							9011fbde-b70f-4471-bacc-f34bf7761e38	127	83	40	4	na	121	79	38	4	na	na	na	na	na	na	0.0040	6.2787	0.0036	6.8942	no data	no data	no data	no data	no data	0.0240963846	0.0157480314	v3	Human-TCRB-PD1x	Published	02/23/18 03:43:38	02/23/18 01:03:09	0.6535			no data	no data	87
025	83a91e56-b79a-489c-ae16-ee9f4379cb23	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							986bbe23-d7fd-451b-b9fe-a33b808eb673	354	283	65	6	na	307	242	60	5	na	na	na	na	na	na	0.0235	7.7331	0.0191	8.1047	no data	no data	no data	no data	no data	0.0459363945	0.036723163	v3	Human-TCRB-PD1x	Published	05/12/16 05:17:43	05/05/16 04:18:09	0.7994			no data	no data	87
048	60a3c4c3-79c0-45db-9bbc-850991878b97	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							6d871b26-adad-4f96-ab57-04441a2cfd07	19673	16462	2912	299	na	15157	12761	2169	227	na	na	na	na	na	na	0.0226	13.3318	0.0243	13.5502	no data	no data	no data	no data	no data	0.0060745962	0.00548975775	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:22:15	0.8368			no data	no data	87
027	16035d37-0518-4816-97e4-d980a5ed6a9d	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							7eecfc2d-a957-493b-bceb-11349d2cb8aa	1382	1135	217	30	na	1083	881	179	23	na	na	na	na	na	na	0.0353	9.4372	0.0306	9.7721	no data	no data	no data	no data	no data	0.0176211447	0.0144717796	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:31:03	0.8213			no data	no data	87
057	0fba264a-35a3-4443-bf3f-26345904de8a	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							97442ff4-ce24-454b-96bd-b0db7212a348	965	790	151	24	na	895	728	144	23	na	na	na	na	na	na	0.0086	9.4258	0.0074	9.7334	no data	no data	no data	no data	no data	0.0177215189	0.0145077724	v3	Human-TCRB-PD1x	Published	01/26/16 10:15:44	01/25/16 05:21:59	0.8187			no data	no data	87
049	f80572db-2668-41bd-bcbc-b564d5373b07	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							79410911-5c91-4121-af96-4286dffa2360	3853	2931	833	89	na	3175	2463	647	65	na	na	na	na	na	na	0.0188	11.0541	0.0249	11.3425	no data	no data	no data	no data	no data	0.0160354823	0.0173890479	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:20:14	0.7607			no data	no data	87
013	1bf86238-a2f4-44e2-9544-b12b4e47aeec	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							afdd4d2c-000b-4d15-b65f-3338afbeb504	241	172	62	7	na	213	149	57	7	na	na	na	na	na	na	0.0122	7.1312	0.0096	7.6608	no data	no data	no data	no data	no data	0.0232558139	0.0165975112	v3	Human-TCRB-PD1x	Published	02/23/18 03:44:58	02/23/18 01:45:37	0.7137			no data	no data	87
018	01af3422-a8a9-45cd-b926-d11613a7cb64	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							71e26a24-5641-4303-a8ae-4e5d4021fbb7	823	673	137	13	na	716	585	118	13	na	na	na	na	na	na	0.0157	9.0481	0.0147	9.3443	no data	no data	no data	no data	no data	0.0208023768	0.0170109365	v3	Human-TCRB-PD1x	Published	02/23/18 03:41:07	02/23/18 09:35:12	0.8177			no data	no data	87
003	6b6a277b-f1d8-4993-ab56-bfc12757882c	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							7c898be8-d2aa-48ca-9d0a-c6655b69f4d7	873	671	183	19	na	741	564	159	18	na	na	na	na	na	na	0.0423	8.7526	0.0335	9.2136	no data	no data	no data	no data	no data	0.076005958	0.0584192425	v3	Human-TCRB-PD1x	Published	02/23/18 03:42:07	02/23/18 10:31:14	0.7686			no data	no data	87
051	175d960e-c4ff-4958-961d-56f459af0d87	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							a49d22bc-5ad0-49b2-9e7d-b83679399e5c	73	38	32	3	na	68	35	30	3	na	na	na	na	na	na	0.0077	5.0900	0.0057	6.0528	no data	no data	no data	no data	no data	0.0526315793	0.0273972601	v3	Human-TCRB-PD1x	Published	03/16/16 03:59:18	03/16/16 08:25:33	0.5205			no data	no data	87
052	f28f0d36-be79-403c-a5be-5abf13e45e87	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							75acdbd7-2afc-46fc-b836-22dba7d2daeb	1063	796	245	22	na	935	700	216	19	na	na	na	na	na	na	0.0168	9.2926	0.0142	9.7288	no data	no data	no data	no data	no data	0.0188442208	0.0141110066	v3	Human-TCRB-PD1x	Published	05/12/16 05:17:43	05/05/16 04:20:10	0.7488			no data	no data	87
004	a12e339d-7d2e-4373-9b2f-7550312e8f64	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							97d37adf-113a-4986-8b3d-0af2a82d4317	309	228	76	5	na	268	199	64	5	na	na	na	na	na	na	0.0162	7.5126	0.0152	7.9434	no data	no data	no data	no data	no data	0.0350877196	0.0258899685	v3	Human-TCRB-PD1x	Published	02/23/18 03:42:07	02/23/18 10:31:05	0.7379			no data	no data	87
068	320e3c91-a942-477a-992c-0ece23a18ffa	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							b742aa46-9e73-4282-8e83-85a754137385	416	326	80	10	na	387	310	68	9	na	na	na	na	na	na	0.0031	8.2506	0.0055	8.5487	no data	no data	no data	no data	no data	0.00613496918	0.012019231	v3	Human-TCRB-PD1x	Published	01/26/16 10:12:55	01/25/16 05:24:19	0.7837			no data	no data	87
061	8d221772-5a80-463b-80d6-206c4b10ab8a	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							c1cdad43-e655-492b-a880-cd2eb71302d9	1020	798	200	22	na	898	698	180	20	na	na	na	na	na	na	0.0145	9.3103	0.0127	9.6857	no data	no data	no data	no data	no data	0.025062656	0.0196078438	v3	Human-TCRB-PD1x	Published	01/26/16 10:15:44	01/25/16 05:21:29	0.7824			no data	no data	87
047	a6314b73-801f-4757-995f-3189897d65ed	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							d564be7d-731c-4285-892c-9d708d7a53f6	9815	8268	1442	105	na	5036	4180	775	81	na	na	na	na	na	na	0.1162	10.6319	0.1097	10.9487	no data	no data	no data	no data	no data	0.0286647324	0.0241467133	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:22:29	0.8424			no data	no data	87
054	a8f1e727-3974-4101-9669-4d15c4e37743	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							59b510f4-b78d-417a-8f3e-035360f9b080	3175	2654	467	54	na	2834	2367	414	53	na	na	na	na	na	na	0.0139	11.0529	0.0130	11.3193	no data	no data	no data	no data	no data	0.0150715904	0.0125984251	v3	Human-TCRB-PD1x	Published	01/26/16 10:15:44	01/25/16 05:22:44	0.8359			no data	no data	87
038	2dcf7dcd-fd9c-4877-b757-88782e621b25	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							d90c5946-bce4-4b02-a3e0-a60913cd0b85	1040	851	165	24	na	851	687	142	22	na	na	na	na	na	na	0.0506	8.9473	0.0424	9.3199	no data	no data	no data	no data	no data	0.084606342	0.0692307726	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:26:43	0.8183			no data	no data	87
037	4bb364c9-6af9-4bec-9ff3-e84ba436ddd7	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							d9c7775e-d13e-49af-966b-8e4ba669a4e5	793	633	134	26	na	685	547	119	19	na	na	na	na	na	na	0.0202	8.9117	0.0176	9.2539	no data	no data	no data	no data	no data	0.0300157983	0.023959646	v3	Human-TCRB-PD1x	Published	03/16/16 03:59:18	03/16/16 08:24:03	0.7982			no data	no data	87
010	e06ce23b-d813-4607-9db3-5f5df185f90b	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							e3a13c36-3073-40f0-a608-4d301afff3bd	88	52	32	4	na	79	47	28	4	na	na	na	na	na	na	0.0084	5.5081	0.0078	6.2549	no data	no data	no data	no data	no data	0.0384615399	0.0227272734	v3	Human-TCRB-PD1x	Published	02/23/18 03:44:58	02/23/18 01:46:06	0.5909			no data	no data	87
060	2e50fe05-a1a8-4e98-95b7-6f8206e9447e	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							f03cabea-12cc-4dd3-9ee4-154474d78503	3818	3221	552	45	na	3441	2901	497	43	na	na	na	na	na	na	0.0066	11.4269	0.0065	11.6722	no data	no data	no data	no data	no data	0.0043464764	0.00366684119	v3	Human-TCRB-PD1x	Published	01/26/16 10:12:55	01/25/16 05:25:05	0.8436			no data	no data	87
072	ad41a0ef-3ad6-4fa2-99b1-fa0dba4e9497	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							ff8c27cf-880d-4c95-94b6-a7742aae8a7f	3439	2800	583	56	na	3183	2586	543	54	na	na	na	na	na	na	0.0051	11.2791	0.0047	11.5809	no data	no data	no data	no data	no data	0.00499999989	0.00407095067	v3	Human-TCRB-PD1x	Published	01/26/16 10:15:44	01/25/16 05:20:21	0.8142			no data	no data	87
002	f7c9c03b-6720-417f-9a21-42dddfd5ccfb	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							b7b95baa-2c2a-4208-b9ed-62e926d17dda	142	97	35	10	na	137	93	35	9	na	na	na	na	na	na	0.0033	6.5174	0.0026	7.0793	no data	no data	no data	no data	no data	0.0206185561	0.0140845068	v3	Human-TCRB-PD1x	Published	02/23/18 03:42:07	02/23/18 10:31:18	0.6831			no data	no data	87
064	4766e4c5-6a4f-4f93-9577-14d62879e929	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							b3c2984e-11b6-44ac-b5c8-8b02d3181ea7	582	469	99	14	na	564	456	94	14	na	na	na	na	na	na	0.0035	8.8020	0.0032	9.1101	no data	no data	no data	no data	no data	0.0127931768	0.010309278	v3	Human-TCRB-PD1x	Published	01/26/16 10:12:55	01/25/16 05:24:52	0.8058			no data	no data	87
042	82048709-7b7b-4497-941c-8cfe267bf117	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							e0a6aedb-f797-452e-8f86-354a87210b0a	3778	2989	705	84	na	3301	2599	628	74	na	na	na	na	na	na	0.0192	11.1256	0.0165	11.4963	no data	no data	no data	no data	no data	0.0234192032	0.0185283218	v3	Human-TCRB-PD1x	Published	03/16/16 03:59:18	03/16/16 08:24:19	0.7912			no data	no data	87
071	cd146e84-0182-4a9a-8ba9-f9c2dfa297cb	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							e1cd3a14-b661-40cb-b8ab-acfab9fa5bbb	7902	6422	1327	153	na	7229	5861	1228	140	na	na	na	na	na	na	0.0068	12.4317	0.0062	12.7403	no data	no data	no data	no data	no data	0.00436001224	0.00354340672	v3	Human-TCRB-PD1x	Published	01/26/16 10:12:55	01/25/16 05:23:47	0.8127			no data	no data	87
041	cffefea5-2cb8-4ce5-abe9-d09f07863283	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							dbb14d4e-4852-4946-8704-166e89095c93	7110	5440	1476	194	na	3285	2638	577	70	na	na	na	na	na	na	0.1573	9.5772	0.1721	9.6716	no data	no data	no data	no data	no data	0.0988970622	0.0756680742	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:24:47	0.7651			no data	no data	87
021	48ffadd9-e92b-44d2-930f-407c2ae0f6d5	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							b7729ba1-37f5-4e30-8f3a-1144d6330862	3690	2945	667	78	na	3397	2706	620	71	na	na	na	na	na	na	0.0057	11.3373	0.0054	11.6671	no data	no data	no data	no data	no data	0.00271646865	0.00216802163	v3	Human-TCRB-PD1x	Published	02/23/18 03:43:38	02/23/18 01:02:53	0.7981			no data	no data	87
028	ea084a93-c3a2-4e8e-a2d8-b4a66ffc3954	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							db75b5fb-dfef-4e30-b570-e532ce640242	874	662	196	16	na	567	451	103	13	na	na	na	na	na	na	0.0701	8.1986	0.0780	8.4341	no data	no data	no data	no data	no data	0.0528700911	0.0480549186	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:30:31	0.7574			no data	no data	87
045	1dc96c1b-6c2e-4686-8bb8-51a876b06ca3	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							dbdc6adc-28e6-4951-935d-51fc64e16d73	45546	38832	6159	555	na	29388	24939	4042	407	na	na	na	na	na	na	0.0548	13.8057	0.0530	14.0565	no data	no data	no data	no data	no data	0.00715904403	0.00610371912	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:21:35	0.8526			no data	no data	87
016	192dae8f-61bf-4b46-b6da-d0c767bc091f	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							ea5714e4-c6fa-400f-8c96-943b395f0410	61	25	32	4	na	54	21	29	4	na	na	na	na	na	na	0.0156	4.3239	0.0093	5.7012	no data	no data	no data	no data	no data	0.0799999982	0.0327868834	v3	Human-TCRB-PD1x	Published	02/23/18 03:41:07	02/23/18 09:35:23	0.4098			no data	no data	87
005	40139ac0-84f2-448a-93d5-fc5f0c1b3d8e	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							b743732e-2610-4116-99a3-8907e05a7742	149	107	37	5	na	140	102	33	5	na	na	na	na	na	na	0.0047	6.6410	0.0050	7.0933	no data	no data	no data	no data	no data	0.0280373823	0.0201342274	v3	Human-TCRB-PD1x	Published	02/23/18 03:42:07	02/23/18 10:31:01	0.7181			no data	no data	87
006	a8938024-8ed2-47be-b220-e150f85dd289	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							d3fbc857-b904-45e3-b8c1-ac582b18a405	129	90	35	4	na	116	83	29	4	na	na	na	na	na	na	0.0074	6.3279	0.0088	6.7980	no data	no data	no data	no data	no data	0.0333333351	0.0232558139	v3	Human-TCRB-PD1x	Published	02/23/18 03:42:07	02/23/18 10:30:52	0.6977			no data	no data	87
067	4afd1fa3-7d1e-49b5-ac54-27d902264f8b	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							bf2b9462-891a-419e-82b7-ddd19bed3378	2630	2082	495	53	na	2282	1797	436	49	na	na	na	na	na	na	0.0153	10.6458	0.0140	11.0002	no data	no data	no data	no data	no data	0.00720461085	0.00570342224	v3	Human-TCRB-PD1x	Published	01/26/16 10:12:55	01/25/16 05:24:04	0.7916			no data	no data	87
050	49a750c7-5146-4179-b4d8-33f311fe0742	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							f9d71118-4e4a-489b-8287-e0736375353b	995	804	169	22	na	842	683	138	21	na	na	na	na	na	na	0.0189	9.2378	0.0183	9.5402	no data	no data	no data	no data	no data	0.016169155	0.013065327	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:20:51	0.8080			no data	no data	87
014	ace33ed6-dfba-4449-856a-9317faa9d29d	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							e153b519-1a4a-476e-9ec4-1e8180c9edb8	368	288	69	11	na	308	243	56	9	na	na	na	na	na	na	0.0325	7.6676	0.0295	8.0227	no data	no data	no data	no data	no data	0.0416666679	0.0326086953	v3	Human-TCRB-PD1x	Published	02/23/18 03:41:07	02/23/18 09:35:36	0.7826			no data	no data	87
031	8e60ad92-648c-4038-8323-a8237a2d60eb	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							c4eb13c6-0f66-49fd-a46c-c71535893ca7	21743	18189	3318	236	na	10787	8890	1705	192	na	na	na	na	na	na	0.1153	11.6055	0.1090	11.9367	no data	no data	no data	no data	no data	0.0265545119	0.0222140457	v3	Human-TCRB-PD1x	Published	08/23/16 02:35:27	08/23/16 11:30:20	0.8365			no data	no data	87
040	d6d411f4-ae02-4c15-b83c-a2dedd775ef0	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							e654422a-5e03-4c88-b570-a13e14d5f83f	1342	1086	222	34	na	1119	883	204	32	na	na	na	na	na	na	0.0418	9.3776	0.0339	9.7847	no data	no data	no data	no data	no data	0.0451197065	0.0365126692	v3	Human-TCRB-PD1x	Published	05/12/16 05:17:43	05/05/16 04:19:28	0.8092			no data	no data	87
053	850056c5-a221-4602-bd49-a892a9a0fed2	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							eb9c2d7c-19d6-45da-9d69-90375534b9f0	1242	942	272	28	na	991	782	182	27	na	na	na	na	na	na	0.0397	9.2296	0.0580	9.3755	no data	no data	no data	no data	no data	0.0636942685	0.0611916259	v3	Human-TCRB-PD1x	Published	01/26/16 10:15:44	01/25/16 05:22:59	0.7585			no data	no data	87
070	16cdcb75-44bc-4c0e-a5e8-518ba5cc39f9	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							fa300b0d-8176-4eb8-9e45-164646a46d51	13054	10577	2290	187	na	10865	8856	1838	171	na	na	na	na	na	na	0.0196	12.8558	0.0208	13.1287	no data	no data	no data	no data	no data	0.00576723088	0.0049027116	v3	Human-TCRB-PD1x	Published	01/26/16 10:15:44	01/25/16 05:20:37	0.8102			no data	no data	87
030	5c092972-8f46-4b53-8dfe-91fdaa666ba9	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"University of Heidelberg- Stiller- YIATCRBKit-01"}	ISK10001	immunoSEQ hsTCRB Kit							cdd3b43b-d56a-43d9-b826-45632ff0de63	539	404	126	9	na	502	376	118	8	na	na	na	na	na	na	0.0094	8.4743	0.0088	8.8927	no data	no data	no data	no data	no data	0.0173267331	0.012987013	v3	Human-TCRB-PD1x	Published	05/12/16 05:17:43	05/05/16 04:18:25	0.7495			no data	no data	87
065	f188d203-0b5d-422e-a2a4-385ad09aa42f	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Wargo- TCRBkit- Replacement-03"}	ISK10001	immunoSEQ hsTCRB Kit							d414b1af-3363-488a-94c8-23d3a984e773	2151	1831	283	37	na	1691	1422	235	34	na	na	na	na	na	na	0.0484	9.9667	0.0428	10.2645	no data	no data	no data	no data	no data	0.0283997823	0.024174802	v3	Human-TCRB-PD1x	Published	01/26/16 10:12:55	01/25/16 05:24:38	0.8512			no data	no data	87
007	8ae89b6e-844c-438d-b316-2fc4359c0b7d	Human	TCRB	KIT	fbaae9ec-1845-4a40-af92-4917fd94c6d1		{"sku":"ISK10001","test_name":"immunoSEQ hsTCRB Kit","order_name":"MD Anderson- Reuben- hsTCRBKit-08"}	ISK10001	immunoSEQ hsTCRB Kit							f2a9a20d-eef5-4bbf-ad3e-6677e1203aab	94	58	29	7	na	77	51	20	6	na	na	na	na	na	na	0.0121	5.6036	0.0237	6.1182	no data	no data	no data	no data	no data	0.0517241396	0.0638297871	v3	Human-TCRB-PD1x	Published	02/23/18 03:44:58	02/23/18 01:46:22	0.6170			no data	no data	87
